Nota_debito,Cliente,Prob_Mora,Zona_Riesgo
2880970,2240193,0.222,BAJO
2880971,2240193,0.222,BAJO
2880972,2240193,0.222,BAJO
2880973,2240193,0.222,BAJO
2880974,2240193,0.222,BAJO
2895374,2231631,0.2818,BAJO
2895375,2231631,0.2818,BAJO
2895376,2231631,0.2818,BAJO
2895377,2231631,0.2818,BAJO
2879950,2244315,0.3341,MEDIO
2879951,2244315,0.3341,MEDIO
2879952,2244315,0.3341,MEDIO
2879953,2244315,0.3341,MEDIO
2879954,2244315,0.3341,MEDIO
2897182,2245179,0.2757,BAJO
2897183,2245179,0.2757,BAJO
2897184,2245179,0.2757,BAJO
2897185,2245179,0.2757,BAJO
2897186,2245179,0.2757,BAJO
2880933,2204989,0.2819,BAJO
2880934,2204989,0.2819,BAJO
2880935,2204989,0.2819,BAJO
2880936,2204989,0.2819,BAJO
2880937,2204989,0.2819,BAJO
2890819,2215345,0.2242,BAJO
2890820,2215345,0.2242,BAJO
2890821,2215345,0.2242,BAJO
2890822,2215345,0.2242,BAJO
2890823,2215345,0.2242,BAJO
2880300,2244423,0.3443,MEDIO
2880301,2244423,0.3443,MEDIO
2880302,2244423,0.3443,MEDIO
2880303,2244423,0.3443,MEDIO
2880304,2244423,0.3443,MEDIO
2880266,2167415,0.3859,MEDIO
2880267,2167415,0.3859,MEDIO
2880268,2167415,0.3859,MEDIO
2880269,2167415,0.3859,MEDIO
2880270,2167415,0.3859,MEDIO
2884400,2246519,0.2177,BAJO
2884401,2246519,0.2177,BAJO
2884402,2246519,0.2177,BAJO
2884403,2246519,0.2177,BAJO
2884404,2246519,0.2177,BAJO
2880206,2220203,0.2252,BAJO
2880207,2220203,0.2252,BAJO
2880208,2220203,0.2252,BAJO
2880209,2220203,0.2252,BAJO
2880210,2220203,0.2252,BAJO
2879956,2248534,0.1661,BAJO
2879957,2248534,0.1661,BAJO
2879958,2248534,0.1661,BAJO
2879959,2248534,0.1661,BAJO
2879960,2248534,0.1661,BAJO
2880097,2245330,0.2965,BAJO
2888037,2215228,0.219,BAJO
2888038,2215228,0.219,BAJO
2888039,2215228,0.219,BAJO
2888040,2215228,0.219,BAJO
2888041,2215228,0.219,BAJO
2880596,2244493,0.4322,MEDIO
2880597,2244493,0.4322,MEDIO
2880598,2244493,0.4322,MEDIO
2880599,2244493,0.4322,MEDIO
2880600,2244493,0.4322,MEDIO
2880198,2231713,0.1431,BAJO
2880199,2231713,0.1431,BAJO
2880200,2231713,0.1431,BAJO
2880201,2231713,0.1431,BAJO
2880202,2231713,0.1431,BAJO
2880238,22500014,0.2507,BAJO
2881363,2221086,0.2177,BAJO
2881364,2221086,0.2177,BAJO
2881365,2221086,0.2177,BAJO
2881366,2221086,0.2177,BAJO
2881367,2221086,0.2177,BAJO
2885468,22500554,0.179,BAJO
2885469,22500554,0.179,BAJO
2885470,22500554,0.179,BAJO
2885471,22500554,0.179,BAJO
2885472,22500554,0.179,BAJO
2880708,2230164,0.2148,BAJO
2880709,2230164,0.2148,BAJO
2880710,2230164,0.2148,BAJO
2880711,2230164,0.2148,BAJO
2880712,2230164,0.2148,BAJO
2880254,2210668,0.4069,MEDIO
2880255,2210668,0.4069,MEDIO
2880256,2210668,0.4069,MEDIO
2880257,2210668,0.4069,MEDIO
2880258,2210668,0.4069,MEDIO
2880280,2235544,0.3391,MEDIO
2880281,2235544,0.3391,MEDIO
2880282,2235544,0.3391,MEDIO
2880283,2235544,0.3391,MEDIO
2880284,2235544,0.3391,MEDIO
2880286,2235045,0.3341,MEDIO
2880287,2235045,0.3341,MEDIO
2880288,2235045,0.3341,MEDIO
2880289,2235045,0.3341,MEDIO
2880290,2235045,0.3341,MEDIO
2880293,2190449,0.3797,MEDIO
2880295,2236496,0.2365,BAJO
2880274,2231626,0.3391,MEDIO
2880275,2231626,0.3391,MEDIO
2880276,2231626,0.3391,MEDIO
2880277,2231626,0.3391,MEDIO
2880278,2231626,0.3391,MEDIO
2880387,2225560,0.3197,MEDIO
2880388,2225560,0.3197,MEDIO
2880389,2225560,0.3197,MEDIO
2880390,2225560,0.3197,MEDIO
2880391,2225560,0.3197,MEDIO
2889168,2246207,0.1393,BAJO
2889169,2246207,0.1393,BAJO
2889170,2246207,0.1393,BAJO
2889171,2246207,0.1393,BAJO
2889172,2246207,0.1393,BAJO
2883903,2248794,0.1393,BAJO
2883904,2248794,0.1393,BAJO
2883905,2248794,0.1393,BAJO
2883906,2248794,0.1393,BAJO
2883907,2248794,0.1393,BAJO
2891274,2237110,0.2883,BAJO
2891275,2237110,0.2883,BAJO
2891276,2237110,0.2883,BAJO
2891277,2237110,0.2883,BAJO
2891278,2237110,0.2883,BAJO
2891627,2249222,0.2155,BAJO
2891628,2249222,0.2155,BAJO
2891629,2249222,0.2155,BAJO
2891630,2249222,0.2155,BAJO
2891631,2249222,0.2155,BAJO
2880395,2200153,0.3364,MEDIO
2893593,2248036,0.3761,MEDIO
2893594,2248036,0.3761,MEDIO
2893595,2248036,0.3761,MEDIO
2893596,2248036,0.3761,MEDIO
2894344,2240172,0.346,MEDIO
2894345,2240172,0.346,MEDIO
2886800,2201679,0.132,BAJO
2886801,2201679,0.132,BAJO
2886802,2201679,0.132,BAJO
2886803,2201679,0.132,BAJO
2886804,2201679,0.132,BAJO
2880976,2185604,0.2568,BAJO
2896002,2201679,0.1395,BAJO
2896003,2201679,0.1395,BAJO
2896004,2201679,0.1395,BAJO
2896005,2201679,0.1395,BAJO
2896006,2201679,0.1395,BAJO
2884645,2230567,0.2324,BAJO
2884646,2230567,0.2324,BAJO
2884647,2230567,0.2324,BAJO
2884648,2230567,0.2324,BAJO
2884649,2230567,0.2324,BAJO
2880954,2251385,0.2126,BAJO
2880955,2251385,0.2126,BAJO
2880956,2251385,0.2126,BAJO
2880957,2251385,0.2126,BAJO
2880958,2251385,0.2126,BAJO
2904289,2250774,0.1357,BAJO
2904290,2250774,0.1357,BAJO
2904291,2250774,0.1357,BAJO
2904292,2250774,0.1357,BAJO
2904293,2250774,0.1357,BAJO
2880752,22500738,0.1595,BAJO
2880753,22500738,0.1595,BAJO
2880754,22500738,0.1595,BAJO
2880755,22500738,0.1595,BAJO
2880756,22500738,0.1595,BAJO
2881183,2221264,0.3564,MEDIO
2892826,22501330,0.1395,BAJO
2892827,22501330,0.1395,BAJO
2892828,22501330,0.1395,BAJO
2892829,22501330,0.1395,BAJO
2892830,22501330,0.1395,BAJO
2884653,2230777,0.2496,BAJO
2884654,2230777,0.2496,BAJO
2884655,2230777,0.2496,BAJO
2884656,2230777,0.2496,BAJO
2884657,2230777,0.2496,BAJO
2890772,2230016,0.2155,BAJO
2890773,2230016,0.2155,BAJO
2890774,2230016,0.2155,BAJO
2890775,2230016,0.2155,BAJO
2890776,2230016,0.2155,BAJO
2881694,22500207,0.1751,BAJO
2881695,22500207,0.1751,BAJO
2881696,22500207,0.1751,BAJO
2881697,22500207,0.1751,BAJO
2881698,22500207,0.1751,BAJO
2881390,2190827,0.4087,MEDIO
2881392,2190827,0.4087,MEDIO
2881393,2190827,0.4087,MEDIO
2881394,2190827,0.4087,MEDIO
2881395,2190827,0.4087,MEDIO
2881200,2248506,0.1418,BAJO
2881201,2248506,0.1418,BAJO
2881202,2248506,0.1418,BAJO
2881203,2248506,0.1418,BAJO
2881204,2248506,0.1418,BAJO
2880732,2230167,0.1722,BAJO
2880733,2230167,0.1722,BAJO
2880734,2230167,0.1722,BAJO
2880735,2230167,0.1722,BAJO
2880736,2230167,0.1722,BAJO
2887792,22501136,0.245,BAJO
2887793,22501136,0.245,BAJO
2887794,22501136,0.245,BAJO
2887795,22501136,0.245,BAJO
2887796,22501136,0.245,BAJO
2880878,2249400,0.3176,MEDIO
2880879,2249400,0.3176,MEDIO
2880880,2249400,0.3176,MEDIO
2880881,2249400,0.3176,MEDIO
2880882,2249400,0.3176,MEDIO
2902020,2248862,0.161,BAJO
2902021,2248862,0.161,BAJO
2902022,2248862,0.161,BAJO
2902023,2248862,0.161,BAJO
2902024,2248862,0.161,BAJO
2885803,2246744,0.1441,BAJO
2885804,2246744,0.1441,BAJO
2885805,2246744,0.1441,BAJO
2885806,2246744,0.1441,BAJO
2881111,2166366,0.1907,BAJO
2881397,2240212,0.3097,MEDIO
2881398,2240212,0.3097,MEDIO
2881399,2240212,0.3097,MEDIO
2881400,2240212,0.3097,MEDIO
2881401,2240212,0.3097,MEDIO
2881421,2249067,0.2353,BAJO
2881422,2249067,0.2353,BAJO
2881423,2249067,0.2353,BAJO
2881424,2249067,0.2353,BAJO
2881425,2249067,0.2353,BAJO
2881068,2248459,0.2735,BAJO
2881069,2248459,0.2735,BAJO
2881070,2248459,0.2735,BAJO
2881071,2248459,0.2735,BAJO
2881072,2248459,0.2735,BAJO
2892370,22500978,0.1527,BAJO
2892371,22500978,0.1527,BAJO
2892372,22500978,0.1527,BAJO
2892373,22500978,0.1527,BAJO
2885798,22501081,0.1477,BAJO
2885799,22501081,0.1477,BAJO
2885800,22501081,0.1477,BAJO
2885801,22501081,0.1477,BAJO
2881090,2200339,0.2687,BAJO
2881091,2200339,0.2687,BAJO
2881092,2200339,0.2687,BAJO
2881093,2200339,0.2687,BAJO
2881094,2200339,0.2687,BAJO
2884380,2250630,0.3552,MEDIO
2885649,2220383,0.2812,BAJO
2888866,2241470,0.3445,MEDIO
2888867,2241470,0.3445,MEDIO
2888868,2241470,0.3445,MEDIO
2888869,2241470,0.3445,MEDIO
2888870,2241470,0.3445,MEDIO
2887728,2248851,0.294,BAJO
2887729,2248851,0.294,BAJO
2887730,2248851,0.294,BAJO
2887731,2248851,0.294,BAJO
2887732,2248851,0.294,BAJO
2886047,2236091,0.2252,BAJO
2886048,2236091,0.2252,BAJO
2886049,2236091,0.2252,BAJO
2886050,2236091,0.2252,BAJO
2886051,2236091,0.2252,BAJO
2890522,2216235,0.2523,BAJO
2890523,2216235,0.2523,BAJO
2890524,2216235,0.2523,BAJO
2890525,2216235,0.2523,BAJO
2890526,2216235,0.2523,BAJO
2886715,2211322,0.2135,BAJO
2886716,2211322,0.2135,BAJO
2886717,2211322,0.2135,BAJO
2886718,2211322,0.2135,BAJO
2886719,2211322,0.2135,BAJO
2883946,2196164,0.1635,BAJO
2883947,2196164,0.1635,BAJO
2883948,2196164,0.1635,BAJO
2883949,2196164,0.1635,BAJO
2883950,2196164,0.1635,BAJO
2891671,22501168,0.1827,BAJO
2891672,22501168,0.1827,BAJO
2891673,22501168,0.1827,BAJO
2891674,22501168,0.1827,BAJO
2891675,22501168,0.1827,BAJO
2889047,2226252,0.161,BAJO
2889048,2226252,0.161,BAJO
2889049,2226252,0.161,BAJO
2889050,2226252,0.161,BAJO
2889051,2226252,0.161,BAJO
2881528,2181072,0.1541,BAJO
2881529,2181072,0.1541,BAJO
2881530,2181072,0.1541,BAJO
2881531,2181072,0.1541,BAJO
2881292,2215707,0.3052,MEDIO
2881293,2215707,0.3052,MEDIO
2881294,2215707,0.3052,MEDIO
2881295,2215707,0.3052,MEDIO
2881296,2215707,0.3052,MEDIO
2885952,2231830,0.2106,BAJO
2885953,2231830,0.2106,BAJO
2885954,2231830,0.2106,BAJO
2885955,2231830,0.2106,BAJO
2885956,2231830,0.2106,BAJO
2881412,2215231,0.2236,BAJO
2881416,2215231,0.2236,BAJO
2881417,2215231,0.2236,BAJO
2881418,2215231,0.2236,BAJO
2881419,2215231,0.2236,BAJO
2885996,22500578,0.2226,BAJO
2885997,22500578,0.2226,BAJO
2885998,22500578,0.2226,BAJO
2885999,22500578,0.2226,BAJO
2886000,22500578,0.2226,BAJO
2883910,2236546,0.3901,MEDIO
2883911,2236546,0.3901,MEDIO
2883912,2236546,0.3901,MEDIO
2883913,2236546,0.3901,MEDIO
2883914,2236546,0.3901,MEDIO
2881700,2247166,0.2506,BAJO
2881701,2247166,0.2506,BAJO
2881702,2247166,0.2506,BAJO
2881703,2247166,0.2506,BAJO
2887613,2231350,0.214,BAJO
2887614,2231350,0.214,BAJO
2887615,2231350,0.214,BAJO
2887616,2231350,0.214,BAJO
2887617,2231350,0.214,BAJO
2894856,2240084,0.2786,BAJO
2894857,2240084,0.2786,BAJO
2894858,2240084,0.2786,BAJO
2894859,2240084,0.2786,BAJO
2894860,2240084,0.2786,BAJO
2881376,2222259,0.3645,MEDIO
2885821,22501068,0.2848,BAJO
2885822,22501068,0.2848,BAJO
2885823,22501068,0.2848,BAJO
2885824,22501068,0.2848,BAJO
2881692,2226063,0.3121,MEDIO
2893143,2249858,0.335,MEDIO
2893144,2249858,0.335,MEDIO
2893145,2249858,0.335,MEDIO
2893146,2249858,0.335,MEDIO
2898775,22501269,0.3674,MEDIO
2898776,22501269,0.3674,MEDIO
2898777,22501269,0.3674,MEDIO
2898778,22501269,0.3674,MEDIO
2883916,2166067,0.3006,MEDIO
2883917,2166067,0.3006,MEDIO
2883918,2166067,0.3006,MEDIO
2883919,2166067,0.3006,MEDIO
2883920,2166067,0.3006,MEDIO
2903397,22501338,0.2696,BAJO
2903398,22501338,0.2696,BAJO
2903399,22501338,0.2696,BAJO
2903400,22501338,0.2696,BAJO
2888860,2251012,0.278,BAJO
2888861,2251012,0.278,BAJO
2888862,2251012,0.278,BAJO
2888863,2251012,0.278,BAJO
2888864,2251012,0.278,BAJO
2892042,22500666,0.2684,BAJO
2892043,22500666,0.2684,BAJO
2892044,22500666,0.2684,BAJO
2905312,22500986,0.1701,BAJO
2905313,22500986,0.1701,BAJO
2905314,22500986,0.1701,BAJO
2905315,22500986,0.1701,BAJO
2884390,2240972,0.2166,BAJO
2884391,2240972,0.2166,BAJO
2884392,2240972,0.2166,BAJO
2884393,2240972,0.2166,BAJO
2884394,2240972,0.2166,BAJO
2886300,2226079,0.2177,BAJO
2886301,2226079,0.2177,BAJO
2886302,2226079,0.2177,BAJO
2886303,2226079,0.2177,BAJO
2886304,2226079,0.2177,BAJO
2886045,2248183,0.2945,BAJO
2886183,2247194,0.2572,BAJO
2886184,2247194,0.2572,BAJO
2886185,2247194,0.2572,BAJO
2886186,2247194,0.2572,BAJO
2886187,2247194,0.2572,BAJO
2884663,2230533,0.3003,MEDIO
2884664,2230533,0.3003,MEDIO
2884665,2230533,0.3003,MEDIO
2884666,2230533,0.3003,MEDIO
2884667,2230533,0.3003,MEDIO
2891751,22500633,0.2805,BAJO
2891752,22500633,0.2805,BAJO
2891753,22500633,0.2805,BAJO
2891754,22500633,0.2805,BAJO
2891755,22500633,0.2805,BAJO
2885684,2240279,0.1404,BAJO
2885685,2240279,0.1404,BAJO
2885686,2240279,0.1404,BAJO
2885687,2240279,0.1404,BAJO
2885688,2240279,0.1404,BAJO
2885452,2248558,0.2786,BAJO
2885453,2248558,0.2786,BAJO
2885454,2248558,0.2786,BAJO
2885455,2248558,0.2786,BAJO
2885456,2248558,0.2786,BAJO
2890029,2240411,0.1393,BAJO
2890030,2240411,0.1393,BAJO
2890031,2240411,0.1393,BAJO
2890032,2240411,0.1393,BAJO
2890033,2240411,0.1393,BAJO
2885446,2247543,0.2756,BAJO
2885447,2247543,0.2756,BAJO
2885448,2247543,0.2756,BAJO
2885449,2247543,0.2756,BAJO
2885450,2247543,0.2756,BAJO
2885656,2235067,0.2134,BAJO
2885657,2235067,0.2134,BAJO
2885658,2235067,0.2134,BAJO
2885659,2235067,0.2134,BAJO
2885660,2235067,0.2134,BAJO
2885697,2235489,0.2871,BAJO
2885698,2235489,0.2871,BAJO
2885699,2235489,0.2871,BAJO
2885700,2235489,0.2871,BAJO
2885701,2235489,0.2871,BAJO
2885704,2230575,0.3757,MEDIO
2885705,2230575,0.3757,MEDIO
2885706,2230575,0.3757,MEDIO
2885707,2230575,0.3757,MEDIO
2885708,2230575,0.3757,MEDIO
2894347,22500375,0.3535,MEDIO
2888044,2248948,0.147,BAJO
2888045,2248948,0.147,BAJO
2888046,2248948,0.147,BAJO
2888047,2248948,0.147,BAJO
2888048,2248948,0.147,BAJO
2885664,2230416,0.3151,MEDIO
2885665,2230416,0.3151,MEDIO
2885666,2230416,0.3151,MEDIO
2885667,2230416,0.3151,MEDIO
2885668,2230416,0.3151,MEDIO
2900446,22501363,0.147,BAJO
2900447,22501363,0.147,BAJO
2900448,22501363,0.147,BAJO
2900449,22501363,0.147,BAJO
2900450,22501363,0.147,BAJO
2886306,2210721,0.2549,BAJO
2886307,2210721,0.2549,BAJO
2886308,2210721,0.2549,BAJO
2886309,2210721,0.2549,BAJO
2885831,2205402,0.2822,BAJO
2886067,22500023,0.245,BAJO
2886068,22500023,0.245,BAJO
2886069,22500023,0.245,BAJO
2886070,22500023,0.245,BAJO
2886071,22500023,0.245,BAJO
2888163,2247059,0.2678,BAJO
2888164,2247059,0.2678,BAJO
2888165,2247059,0.2678,BAJO
2888166,2247059,0.2678,BAJO
2888167,2247059,0.2678,BAJO
2886146,2232219,0.4041,MEDIO
2888169,2247059,0.2686,BAJO
2888170,2247059,0.2686,BAJO
2888171,2247059,0.2686,BAJO
2888172,2247059,0.2686,BAJO
2888173,2247059,0.2686,BAJO
2888175,2247059,0.2686,BAJO
2888176,2247059,0.2686,BAJO
2888177,2247059,0.2686,BAJO
2888178,2247059,0.2686,BAJO
2888179,2247059,0.2686,BAJO
2897428,2236124,0.1893,BAJO
2897429,2236124,0.1893,BAJO
2897430,2236124,0.1893,BAJO
2897431,2236124,0.1893,BAJO
2886847,2225968,0.1686,BAJO
2886848,2225968,0.1686,BAJO
2886849,2225968,0.1686,BAJO
2886850,2225968,0.1686,BAJO
2886851,2225968,0.1686,BAJO
2886148,2222055,0.3378,MEDIO
2886149,2222055,0.3378,MEDIO
2886150,2222055,0.3378,MEDIO
2886151,2222055,0.3378,MEDIO
2886152,2222055,0.3378,MEDIO
2886159,2181131,0.3158,MEDIO
2895251,2235913,0.1671,BAJO
2895252,2235913,0.1671,BAJO
2895253,2235913,0.1671,BAJO
2895254,2235913,0.1671,BAJO
2895255,2235913,0.1671,BAJO
2890392,2211493,0.2861,BAJO
2890393,2211493,0.2861,BAJO
2890394,2211493,0.2861,BAJO
2890395,2211493,0.2861,BAJO
2890396,2211493,0.2861,BAJO
2886168,2246270,0.2236,BAJO
2888627,2249111,0.2676,BAJO
2888628,2249111,0.2676,BAJO
2888629,2249111,0.2676,BAJO
2888630,2249111,0.2676,BAJO
2886937,2246196,0.2786,BAJO
2886938,2246196,0.2786,BAJO
2886939,2246196,0.2786,BAJO
2886940,2246196,0.2786,BAJO
2886941,2246196,0.2786,BAJO
2892138,2185685,0.3654,MEDIO
2892139,2185685,0.3654,MEDIO
2892140,2185685,0.3654,MEDIO
2892141,2185685,0.3654,MEDIO
2892142,2185685,0.3654,MEDIO
2886161,2195614,0.2491,BAJO
2886162,2195614,0.2491,BAJO
2886163,2195614,0.2491,BAJO
2886164,2195614,0.2491,BAJO
2886165,2195614,0.2491,BAJO
2893383,2245635,0.2691,BAJO
2886278,2234993,0.2218,BAJO
2886279,2234993,0.2218,BAJO
2886280,2234993,0.2218,BAJO
2886281,2234993,0.2218,BAJO
2886283,2234993,0.2218,BAJO
2888223,2247266,0.3127,MEDIO
2888224,2247266,0.3127,MEDIO
2888225,2247266,0.3127,MEDIO
2888226,2247266,0.3127,MEDIO
2888227,2247266,0.3127,MEDIO
2886546,2246657,0.2678,BAJO
2886547,2246657,0.2678,BAJO
2886548,2246657,0.2678,BAJO
2886549,2246657,0.2678,BAJO
2886550,2246657,0.2678,BAJO
2886540,2246657,0.2686,BAJO
2886541,2246657,0.2686,BAJO
2886542,2246657,0.2686,BAJO
2886543,2246657,0.2686,BAJO
2886544,2246657,0.2686,BAJO
2891693,22500009,0.2142,BAJO
2891694,22500009,0.2142,BAJO
2891695,22500009,0.2142,BAJO
2891696,22500009,0.2142,BAJO
2891697,22500009,0.2142,BAJO
2886189,2210283,0.3608,MEDIO
2886190,2210283,0.3608,MEDIO
2886191,2210283,0.3608,MEDIO
2886192,2210283,0.3608,MEDIO
2890944,2195830,0.2562,BAJO
2890945,2195830,0.2562,BAJO
2890946,2195830,0.2562,BAJO
2890947,2195830,0.2562,BAJO
2890948,2195830,0.2562,BAJO
2893110,2240865,0.2509,BAJO
2893111,2240865,0.2509,BAJO
2893112,2240865,0.2509,BAJO
2893113,2240865,0.2509,BAJO
2888217,2247266,0.3108,MEDIO
2888218,2247266,0.3108,MEDIO
2888219,2247266,0.3108,MEDIO
2888220,2247266,0.3108,MEDIO
2888221,2247266,0.3108,MEDIO
2900306,22500779,0.3021,MEDIO
2900307,22500779,0.3021,MEDIO
2900308,22500779,0.3021,MEDIO
2900309,22500779,0.3021,MEDIO
2900310,22500779,0.3021,MEDIO
2888229,2247266,0.3127,MEDIO
2888230,2247266,0.3127,MEDIO
2888231,2247266,0.3127,MEDIO
2888232,2247266,0.3127,MEDIO
2888233,2247266,0.3127,MEDIO
2887412,2230697,0.225,BAJO
2887413,2230697,0.225,BAJO
2887414,2230697,0.225,BAJO
2887415,2230697,0.225,BAJO
2887416,2230697,0.225,BAJO
2891615,2248726,0.2239,BAJO
2891616,2248726,0.2239,BAJO
2891617,2248726,0.2239,BAJO
2891618,2248726,0.2239,BAJO
2891619,2248726,0.2239,BAJO
2886533,2246657,0.2686,BAJO
2886534,2246657,0.2686,BAJO
2886535,2246657,0.2686,BAJO
2886536,2246657,0.2686,BAJO
2886537,2246657,0.2686,BAJO
2888181,2247144,0.3108,MEDIO
2888182,2247144,0.3108,MEDIO
2888183,2247144,0.3108,MEDIO
2888184,2247144,0.3108,MEDIO
2888185,2247144,0.3108,MEDIO
2888187,2247144,0.3117,MEDIO
2888188,2247144,0.3117,MEDIO
2888189,2247144,0.3117,MEDIO
2888190,2247144,0.3117,MEDIO
2888191,2247144,0.3117,MEDIO
2888193,2247144,0.3117,MEDIO
2888194,2247144,0.3117,MEDIO
2888195,2247144,0.3117,MEDIO
2888196,2247144,0.3117,MEDIO
2888197,2247144,0.3117,MEDIO
2887877,2247077,0.2678,BAJO
2887878,2247077,0.2678,BAJO
2887879,2247077,0.2678,BAJO
2887880,2247077,0.2678,BAJO
2887881,2247077,0.2678,BAJO
2887883,2247077,0.2686,BAJO
2887884,2247077,0.2686,BAJO
2887885,2247077,0.2686,BAJO
2887886,2247077,0.2686,BAJO
2887887,2247077,0.2686,BAJO
2887889,2247077,0.2686,BAJO
2887890,2247077,0.2686,BAJO
2887891,2247077,0.2686,BAJO
2887892,2247077,0.2686,BAJO
2887893,2247077,0.2686,BAJO
2886891,2205975,0.3388,MEDIO
2887865,2246153,0.3117,MEDIO
2887866,2246153,0.3117,MEDIO
2887867,2246153,0.3117,MEDIO
2887868,2246153,0.3117,MEDIO
2887869,2246153,0.3117,MEDIO
2887871,2246153,0.3117,MEDIO
2887872,2246153,0.3117,MEDIO
2887873,2246153,0.3117,MEDIO
2887874,2246153,0.3117,MEDIO
2887875,2246153,0.3117,MEDIO
2887932,2246271,0.2678,BAJO
2887933,2246271,0.2678,BAJO
2887934,2246271,0.2678,BAJO
2887935,2246271,0.2678,BAJO
2887936,2246271,0.2678,BAJO
2887938,2246271,0.2686,BAJO
2887939,2246271,0.2686,BAJO
2887940,2246271,0.2686,BAJO
2887941,2246271,0.2686,BAJO
2887942,2246271,0.2686,BAJO
2887944,2246271,0.2686,BAJO
2887945,2246271,0.2686,BAJO
2887946,2246271,0.2686,BAJO
2887947,2246271,0.2686,BAJO
2887948,2246271,0.2686,BAJO
2891609,22500355,0.274,BAJO
2902001,2236703,0.2252,BAJO
2902003,2236703,0.2252,BAJO
2902033,2236703,0.2252,BAJO
2902034,2236703,0.2252,BAJO
2902035,2236703,0.2252,BAJO
2894877,2236151,0.1642,BAJO
2894878,2236151,0.1642,BAJO
2894879,2236151,0.1642,BAJO
2894880,2236151,0.1642,BAJO
2894881,2236151,0.1642,BAJO
2895638,2231884,0.3906,MEDIO
2895639,2231884,0.3906,MEDIO
2895640,2231884,0.3906,MEDIO
2895641,2231884,0.3906,MEDIO
2895642,2231884,0.3906,MEDIO
2893230,2210636,0.6735,ALTO
2893231,2210636,0.6735,ALTO
2893232,2210636,0.6735,ALTO
2893233,2210636,0.6735,ALTO
2893234,2210636,0.6735,ALTO
2887968,2246575,0.3108,MEDIO
2887969,2246575,0.3108,MEDIO
2887970,2246575,0.3108,MEDIO
2887971,2246575,0.3108,MEDIO
2887972,2246575,0.3108,MEDIO
2887974,2246575,0.3117,MEDIO
2887975,2246575,0.3117,MEDIO
2887976,2246575,0.3117,MEDIO
2887977,2246575,0.3117,MEDIO
2887978,2246575,0.3117,MEDIO
2887980,2246575,0.3117,MEDIO
2887981,2246575,0.3117,MEDIO
2887982,2246575,0.3117,MEDIO
2887983,2246575,0.3117,MEDIO
2887984,2246575,0.3117,MEDIO
2886752,2226286,0.2549,BAJO
2886753,2226286,0.2549,BAJO
2886754,2226286,0.2549,BAJO
2886755,2226286,0.2549,BAJO
2886606,2240085,0.3049,MEDIO
2887950,2247779,0.2678,BAJO
2887951,2247779,0.2678,BAJO
2887952,2247779,0.2678,BAJO
2887953,2247779,0.2678,BAJO
2887954,2247779,0.2678,BAJO
2887955,2247779,0.2686,BAJO
2887956,2247779,0.2686,BAJO
2887957,2247779,0.2686,BAJO
2887958,2247779,0.2686,BAJO
2887960,2247779,0.2686,BAJO
2887962,2247779,0.2686,BAJO
2887963,2247779,0.2686,BAJO
2887964,2247779,0.2686,BAJO
2887965,2247779,0.2686,BAJO
2887966,2247779,0.2686,BAJO
2886855,2244181,0.2324,BAJO
2886856,2244181,0.2324,BAJO
2886857,2244181,0.2324,BAJO
2886858,2244181,0.2324,BAJO
2886859,2244181,0.2324,BAJO
2888199,2246044,0.2678,BAJO
2888200,2246044,0.2678,BAJO
2888201,2246044,0.2678,BAJO
2888202,2246044,0.2678,BAJO
2888203,2246044,0.2678,BAJO
2888205,2246044,0.2686,BAJO
2888206,2246044,0.2686,BAJO
2888207,2246044,0.2686,BAJO
2888208,2246044,0.2686,BAJO
2888209,2246044,0.2686,BAJO
2888211,2246044,0.2686,BAJO
2888212,2246044,0.2686,BAJO
2888213,2246044,0.2686,BAJO
2888214,2246044,0.2686,BAJO
2888215,2246044,0.2686,BAJO
2886757,2235316,0.4069,MEDIO
2886758,2235316,0.4069,MEDIO
2886759,2235316,0.4069,MEDIO
2886760,2235316,0.4069,MEDIO
2886761,2235316,0.4069,MEDIO
2887859,2246153,0.3108,MEDIO
2887860,2246153,0.3108,MEDIO
2887861,2246153,0.3108,MEDIO
2887862,2246153,0.3108,MEDIO
2887863,2246153,0.3108,MEDIO
2888235,2247441,0.2678,BAJO
2888236,2247441,0.2678,BAJO
2888237,2247441,0.2678,BAJO
2888238,2247441,0.2678,BAJO
2888239,2247441,0.2678,BAJO
2888241,2247441,0.2686,BAJO
2888242,2247441,0.2686,BAJO
2888243,2247441,0.2686,BAJO
2888244,2247441,0.2686,BAJO
2888245,2247441,0.2686,BAJO
2888247,2247441,0.2686,BAJO
2888248,2247441,0.2686,BAJO
2888249,2247441,0.2686,BAJO
2888250,2247441,0.2686,BAJO
2888251,2247441,0.2686,BAJO
2887895,2246763,0.3108,MEDIO
2887896,2246763,0.3108,MEDIO
2887897,2246763,0.3108,MEDIO
2887898,2246763,0.3108,MEDIO
2887899,2246763,0.3108,MEDIO
2887901,2246763,0.3127,MEDIO
2887902,2246763,0.3127,MEDIO
2887903,2246763,0.3127,MEDIO
2887904,2246763,0.3127,MEDIO
2887905,2246763,0.3127,MEDIO
2887908,2246763,0.3127,MEDIO
2887909,2246763,0.3127,MEDIO
2887910,2246763,0.3127,MEDIO
2887911,2246763,0.3127,MEDIO
2887912,2246763,0.3127,MEDIO
2887841,2246896,0.3108,MEDIO
2887842,2246896,0.3108,MEDIO
2887843,2246896,0.3108,MEDIO
