Nota_debito,Cliente,Prob_Mora,Zona_Riesgo
2847160,2250041,0.2951,BAJO
2847161,2250041,0.2951,BAJO
2847162,2250041,0.2951,BAJO
2847163,2250041,0.2951,BAJO
2847164,2250041,0.2951,BAJO
2847354,2250037,0.2656,BAJO
2847355,2250037,0.2656,BAJO
2847356,2250037,0.2656,BAJO
2847357,2250037,0.2656,BAJO
2847358,2250037,0.2656,BAJO
2848998,2250031,0.4864,MEDIO
2848999,2250031,0.4864,MEDIO
2849000,2250031,0.4864,MEDIO
2849001,2250031,0.4864,MEDIO
2849002,2250031,0.4864,MEDIO
2849185,2250236,0.4864,MEDIO
2849186,2250236,0.4864,MEDIO
2849187,2250236,0.4864,MEDIO
2849188,2250236,0.4864,MEDIO
2849189,2250236,0.4864,MEDIO
2849423,2250124,0.2423,BAJO
2849424,2250124,0.2423,BAJO
2849425,2250124,0.2423,BAJO
2849426,2250124,0.2423,BAJO
2849427,2250124,0.2423,BAJO
2921642,2249909,0.3021,MEDIO
2921643,2249909,0.3021,MEDIO
2921644,2249909,0.3021,MEDIO
2921645,2249909,0.3021,MEDIO
2921646,2249909,0.3021,MEDIO
2921648,2249909,0.3021,MEDIO
2921649,2249909,0.3021,MEDIO
2921650,2249909,0.3021,MEDIO
2921651,2249909,0.3021,MEDIO
2921652,2249909,0.3021,MEDIO
2921654,2249909,0.3047,MEDIO
2921655,2249909,0.3047,MEDIO
2921656,2249909,0.3047,MEDIO
2921657,2249909,0.3047,MEDIO
2921658,2249909,0.3047,MEDIO
2861295,2250588,0.1216,BAJO
2861296,2250588,0.1216,BAJO
2861297,2250588,0.1216,BAJO
2861298,2250588,0.1216,BAJO
2861299,2250588,0.1216,BAJO
2861301,2251009,0.3072,MEDIO
2861302,2251009,0.3072,MEDIO
2861303,2251009,0.3072,MEDIO
2861304,2251009,0.3072,MEDIO
2861305,2251009,0.3072,MEDIO
2860847,2250655,0.2155,BAJO
2860848,2250655,0.2155,BAJO
2860849,2250655,0.2155,BAJO
2860850,2250655,0.2155,BAJO
2860851,2250655,0.2155,BAJO
2860008,2250729,0.2237,BAJO
2860009,2250729,0.2237,BAJO
2860010,2250729,0.2237,BAJO
2860011,2250729,0.2237,BAJO
2860012,2250729,0.2237,BAJO
2861705,2250658,0.2845,BAJO
2861706,2250658,0.2845,BAJO
2861289,2251043,0.1339,BAJO
2861290,2251043,0.1339,BAJO
2861291,2251043,0.1339,BAJO
2861292,2251043,0.1339,BAJO
2861293,2251043,0.1339,BAJO
2861613,2250578,0.143,BAJO
2861614,2250578,0.143,BAJO
2861615,2250578,0.143,BAJO
2861616,2250578,0.143,BAJO
2861617,2250578,0.143,BAJO
2861619,2251044,0.148,BAJO
2861620,2251044,0.148,BAJO
2861621,2251044,0.148,BAJO
2861622,2251044,0.148,BAJO
2861623,2251044,0.148,BAJO
2861626,2250862,0.1216,BAJO
2861627,2250862,0.1216,BAJO
2861628,2250862,0.1216,BAJO
2861629,2250862,0.1216,BAJO
2861630,2250862,0.1216,BAJO
2861632,2251360,0.1152,BAJO
2861633,2251360,0.1152,BAJO
2861634,2251360,0.1152,BAJO
2861635,2251360,0.1152,BAJO
2861636,2251360,0.1152,BAJO
2861808,2250868,0.245,BAJO
2861809,2250868,0.245,BAJO
2861810,2250868,0.245,BAJO
2861811,2250868,0.245,BAJO
2861812,2250868,0.245,BAJO
2861698,2251398,0.2309,BAJO
2861699,2251398,0.2309,BAJO
2861700,2251398,0.2309,BAJO
2861701,2251398,0.2309,BAJO
2861702,2251398,0.2309,BAJO
2865884,2251273,0.1755,BAJO
2865885,2251273,0.1755,BAJO
2865878,2251273,0.1216,BAJO
2865879,2251273,0.1216,BAJO
2865880,2251273,0.1216,BAJO
2865881,2251273,0.1216,BAJO
2865882,2251273,0.1216,BAJO
2865977,22500060,0.1216,BAJO
2865978,22500060,0.1216,BAJO
2865979,22500060,0.1216,BAJO
2865980,22500060,0.1216,BAJO
2865981,22500060,0.1216,BAJO
2872867,2230048,0.1393,BAJO
2872868,2230048,0.1393,BAJO
2872869,2230048,0.1393,BAJO
2872870,2230048,0.1393,BAJO
2872871,2230048,0.1393,BAJO
2891688,2250629,0.2241,BAJO
2868707,2250568,0.2178,BAJO
2868708,2250568,0.2178,BAJO
2868709,2250568,0.2178,BAJO
2868710,2250568,0.2178,BAJO
2868711,2250568,0.2178,BAJO
2870086,2235541,0.2506,BAJO
2870087,2235541,0.2506,BAJO
2870088,2235541,0.2506,BAJO
2870089,2235541,0.2506,BAJO
2870090,2235541,0.2506,BAJO
2875467,2236711,0.402,MEDIO
2875468,2236711,0.402,MEDIO
2875469,2236711,0.402,MEDIO
2875470,2236711,0.402,MEDIO
2875471,2236711,0.402,MEDIO
2875881,2248688,0.1637,BAJO
2875882,2248688,0.1637,BAJO
2875883,2248688,0.1637,BAJO
2875884,2248688,0.1637,BAJO
2875885,2248688,0.1637,BAJO
2874070,2242634,0.2166,BAJO
2874071,2242634,0.2166,BAJO
2874072,2242634,0.2166,BAJO
2874073,2242634,0.2166,BAJO
2874074,2242634,0.2166,BAJO
2876351,2248991,0.1703,BAJO
2876352,2248991,0.1703,BAJO
2876353,2248991,0.1703,BAJO
2876354,2248991,0.1703,BAJO
2876355,2248991,0.1703,BAJO
2871363,2225835,0.3384,MEDIO
2871364,2225835,0.3384,MEDIO
2871369,2225835,0.3384,MEDIO
2871370,2225835,0.3384,MEDIO
2871371,2225835,0.3384,MEDIO
2870940,2171453,0.2757,BAJO
2870941,2171453,0.2757,BAJO
2870942,2171453,0.2757,BAJO
2870943,2171453,0.2757,BAJO
2870944,2171453,0.2757,BAJO
2870092,2246130,0.1626,BAJO
2870093,2246130,0.1626,BAJO
2870094,2246130,0.1626,BAJO
2870095,2246130,0.1626,BAJO
2868742,2251011,0.2286,BAJO
2868743,2251011,0.2286,BAJO
2868744,2251011,0.2286,BAJO
2868745,2251011,0.2286,BAJO
2868746,2251011,0.2286,BAJO
2880931,2200204,0.8662,ALTO
2873890,2215979,0.9757,ALTO
2873968,2215402,0.9594,ALTO
2885691,2248608,0.214,BAJO
2885692,2248608,0.214,BAJO
2885693,2248608,0.214,BAJO
2885694,2248608,0.214,BAJO
2885695,2248608,0.214,BAJO
2870506,2251015,0.2286,BAJO
2870507,2251015,0.2286,BAJO
2870508,2251015,0.2286,BAJO
2870509,2251015,0.2286,BAJO
2870510,2251015,0.2286,BAJO
2872375,2215283,0.2218,BAJO
2872376,2215283,0.2218,BAJO
2872377,2215283,0.2218,BAJO
2872378,2215283,0.2218,BAJO
2872379,2215283,0.2218,BAJO
2877295,2210076,0.9755,ALTO
2875276,2221657,0.9566,ALTO
2900837,2156933,0.93,ALTO
2899793,2201708,0.9727,ALTO
2894981,2205266,0.98,ALTO
2874567,2210039,0.9712,ALTO
2875382,2210077,0.8502,ALTO
2893229,2210636,0.8425,ALTO
2880222,2210711,0.2678,BAJO
2877523,2247482,0.1868,BAJO
2877524,2247482,0.1868,BAJO
2877525,2247482,0.1868,BAJO
2877526,2247482,0.1868,BAJO
2879617,22500443,0.269,BAJO
2879618,22500443,0.269,BAJO
2879619,22500443,0.269,BAJO
2879620,22500443,0.269,BAJO
2884760,2215465,0.1418,BAJO
2884761,2215465,0.1418,BAJO
2884762,2215465,0.1418,BAJO
2884763,2215465,0.1418,BAJO
2884764,2215465,0.1418,BAJO
2872970,2249378,0.1689,BAJO
2872971,2249378,0.1689,BAJO
2872972,2249378,0.1689,BAJO
2872973,2249378,0.1689,BAJO
2872974,2249378,0.1689,BAJO
2867510,22500255,0.219,BAJO
2867511,22500255,0.219,BAJO
2867512,22500255,0.219,BAJO
2867513,22500255,0.219,BAJO
2867514,22500255,0.219,BAJO
2869713,22500092,0.225,BAJO
2869714,22500092,0.225,BAJO
2869715,22500092,0.225,BAJO
2869716,22500092,0.225,BAJO
2869717,22500092,0.225,BAJO
2874832,2243431,0.3795,MEDIO
2874833,2243431,0.3795,MEDIO
2874834,2243431,0.3795,MEDIO
2874835,2243431,0.3795,MEDIO
2874836,2243431,0.3795,MEDIO
2874643,2240459,0.2549,BAJO
2874644,2240459,0.2549,BAJO
2874648,2240459,0.2549,BAJO
2874652,2240459,0.2549,BAJO
2896285,2200361,0.9548,ALTO
2868640,22500436,0.17,BAJO
2868641,22500436,0.17,BAJO
2868642,22500436,0.17,BAJO
2868643,22500436,0.17,BAJO
2868644,22500436,0.17,BAJO
2888496,22500324,0.2382,BAJO
2888497,22500324,0.2382,BAJO
2888498,22500324,0.2382,BAJO
2881379,2205094,0.2825,BAJO
2881380,2205094,0.2825,BAJO
2881381,2205094,0.2825,BAJO
2881382,2205094,0.2825,BAJO
2881383,2205094,0.2825,BAJO
2870855,2230607,0.2643,BAJO
2870856,2230607,0.2643,BAJO
2870857,2230607,0.2643,BAJO
2871122,2230607,0.2643,BAJO
2875383,2210077,0.6217,ALTO
2875384,2210077,0.6217,ALTO
2875385,2210077,0.6217,ALTO
2875386,2210077,0.6217,ALTO
2875387,2210077,0.6217,ALTO
2876263,2215638,0.2869,BAJO
2876664,2247053,0.294,BAJO
2876665,2247053,0.294,BAJO
2876666,2247053,0.294,BAJO
2876667,2247053,0.294,BAJO
2876668,2247053,0.294,BAJO
2874142,2225337,0.2361,BAJO
2874143,2225337,0.2361,BAJO
2874144,2225337,0.2361,BAJO
2874145,2225337,0.2361,BAJO
2874146,2225337,0.2361,BAJO
2870697,2180371,0.1764,BAJO
2870698,2180371,0.1764,BAJO
2870699,2180371,0.1764,BAJO
2870700,2180371,0.1764,BAJO
2870701,2180371,0.1764,BAJO
2868634,2251379,0.2253,BAJO
2868635,2251379,0.2253,BAJO
2868636,2251379,0.2253,BAJO
2868637,2251379,0.2253,BAJO
2868638,2251379,0.2253,BAJO
2884827,22500244,0.222,BAJO
2884828,22500244,0.222,BAJO
2884829,22500244,0.222,BAJO
2884830,22500244,0.222,BAJO
2884831,22500244,0.222,BAJO
2871718,2215416,0.3308,MEDIO
2871719,2215416,0.3308,MEDIO
2871720,2215416,0.3308,MEDIO
2871721,2215416,0.3308,MEDIO
2871722,2215416,0.3308,MEDIO
2870770,2230552,0.1431,BAJO
2870771,2230552,0.1431,BAJO
2870772,2230552,0.1431,BAJO
2870773,2230552,0.1431,BAJO
2870774,2230552,0.1431,BAJO
2874702,2251413,0.2681,BAJO
2874703,2251413,0.2681,BAJO
2874704,2251413,0.2681,BAJO
2874705,2251413,0.2681,BAJO
2877365,2247246,0.2883,BAJO
2877366,2247246,0.2883,BAJO
2877367,2247246,0.2883,BAJO
2877368,2247246,0.2883,BAJO
2877369,2247246,0.2883,BAJO
2875918,2204995,0.3122,MEDIO
2874989,2248181,0.2324,BAJO
2874990,2248181,0.2324,BAJO
2874991,2248181,0.2324,BAJO
2874992,2248181,0.2324,BAJO
2874993,2248181,0.2324,BAJO
2871124,2226051,0.2881,BAJO
2871125,2226051,0.2881,BAJO
2871126,2226051,0.2881,BAJO
2871127,2226051,0.2881,BAJO
2871128,2226051,0.2881,BAJO
2870875,2235044,0.2881,BAJO
2870876,2235044,0.2881,BAJO
2870877,2235044,0.2881,BAJO
2870878,2235044,0.2881,BAJO
2870879,2235044,0.2881,BAJO
2872809,2210385,0.1635,BAJO
2872810,2210385,0.1635,BAJO
2872811,2210385,0.1635,BAJO
2872812,2210385,0.1635,BAJO
2872813,2210385,0.1635,BAJO
2871481,2240670,0.406,MEDIO
2871482,2240670,0.406,MEDIO
2871483,2240670,0.406,MEDIO
2871484,2240670,0.406,MEDIO
2871485,2240670,0.406,MEDIO
2870676,2221473,0.2218,BAJO
2870677,2221473,0.2218,BAJO
2870678,2221473,0.2218,BAJO
2870679,2221473,0.2218,BAJO
2870680,2221473,0.2218,BAJO
2873244,2210220,0.2218,BAJO
2873245,2210220,0.2218,BAJO
2873246,2210220,0.2218,BAJO
2873247,2210220,0.2218,BAJO
2873248,2210220,0.2218,BAJO
2877630,22500206,0.3769,MEDIO
2877631,22500206,0.3769,MEDIO
2877632,22500206,0.3769,MEDIO
2877633,22500206,0.3769,MEDIO
2870846,2242048,0.2385,BAJO
2870847,2242048,0.2385,BAJO
2870848,2242048,0.2385,BAJO
2870849,2242048,0.2385,BAJO
2870850,2242048,0.2385,BAJO
2871088,2225726,0.3479,MEDIO
2871089,2225726,0.3479,MEDIO
2871090,2225726,0.3479,MEDIO
2871091,2225726,0.3479,MEDIO
2890334,2231429,0.2833,BAJO
2890335,2231429,0.2833,BAJO
2890336,2231429,0.2833,BAJO
2890337,2231429,0.2833,BAJO
2875033,2215405,0.2188,BAJO
2875034,2215405,0.2188,BAJO
2875035,2215405,0.2188,BAJO
2875036,2215405,0.2188,BAJO
2875037,2215405,0.2188,BAJO
2874082,2245047,0.1216,BAJO
2874083,2245047,0.1216,BAJO
2874084,2245047,0.1216,BAJO
2874085,2245047,0.1216,BAJO
2874086,2245047,0.1216,BAJO
2886562,2240284,0.1635,BAJO
2886563,2240284,0.1635,BAJO
2886564,2240284,0.1635,BAJO
2886565,2240284,0.1635,BAJO
2886566,2240284,0.1635,BAJO
2871259,2222031,0.2202,BAJO
2871260,2222031,0.2202,BAJO
2871261,2222031,0.2202,BAJO
2871262,2222031,0.2202,BAJO
2871263,2222031,0.2202,BAJO
2870492,2210078,0.2419,BAJO
2870542,2210078,0.2419,BAJO
2870543,2210078,0.2419,BAJO
2870544,2210078,0.2419,BAJO
2870545,2210078,0.2419,BAJO
2871133,2242635,0.2834,BAJO
2871134,2242635,0.2834,BAJO
2871135,2242635,0.2834,BAJO
2871136,2242635,0.2834,BAJO
2871137,2242635,0.2834,BAJO
2875631,2248301,0.245,BAJO
2875632,2248301,0.245,BAJO
2875633,2248301,0.245,BAJO
2875634,2248301,0.245,BAJO
2875635,2248301,0.245,BAJO
2871350,2225357,0.3422,MEDIO
2871351,2225357,0.3422,MEDIO
2871352,2225357,0.3422,MEDIO
2871353,2225357,0.3422,MEDIO
2871354,2225357,0.3422,MEDIO
2874440,2235676,0.2235,BAJO
2874441,2235676,0.2235,BAJO
2874442,2235676,0.2235,BAJO
2874443,2235676,0.2235,BAJO
2874444,2235676,0.2235,BAJO
2871049,2240246,0.3529,MEDIO
2871050,2240246,0.3529,MEDIO
2871051,2240246,0.3529,MEDIO
2871052,2240246,0.3529,MEDIO
2871374,2226172,0.1441,BAJO
2871375,2226172,0.1441,BAJO
2871376,2226172,0.1441,BAJO
2871377,2226172,0.1441,BAJO
2871378,2226172,0.1441,BAJO
2870960,2205785,0.3607,MEDIO
2874871,2248173,0.148,BAJO
2874872,2248173,0.148,BAJO
2874873,2248173,0.148,BAJO
2874874,2248173,0.148,BAJO
2874875,2248173,0.148,BAJO
2870552,2210940,0.2884,BAJO
2870553,2210940,0.2884,BAJO
2870554,2210940,0.2884,BAJO
2870555,2210940,0.2884,BAJO
2870556,2210940,0.2884,BAJO
2870617,2236307,0.3422,MEDIO
2870618,2236307,0.3422,MEDIO
2870619,2236307,0.3422,MEDIO
2870620,2236307,0.3422,MEDIO
2870621,2236307,0.3422,MEDIO
2870801,2235113,0.1466,BAJO
2870802,2235113,0.1466,BAJO
2870803,2235113,0.1466,BAJO
2870804,2235113,0.1466,BAJO
2877331,2220357,0.4307,MEDIO
2877332,2220357,0.4307,MEDIO
2877333,2220357,0.4307,MEDIO
2877334,2220357,0.4307,MEDIO
2877335,2220357,0.4307,MEDIO
2880586,2235745,0.1722,BAJO
2880587,2235745,0.1722,BAJO
2880588,2235745,0.1722,BAJO
2880589,2235745,0.1722,BAJO
2880590,2235745,0.1722,BAJO
2870728,2224992,0.3847,MEDIO
2871882,2226400,0.3694,MEDIO
2875653,2206464,0.2216,BAJO
2875654,2206464,0.2216,BAJO
2875655,2206464,0.2216,BAJO
2875656,2206464,0.2216,BAJO
2875657,2206464,0.2216,BAJO
2870899,2241553,0.264,BAJO
2870900,2241553,0.264,BAJO
2870901,2241553,0.264,BAJO
2870902,2241553,0.264,BAJO
2870903,2241553,0.264,BAJO
2885458,2230715,0.1635,BAJO
2885459,2230715,0.1635,BAJO
2885460,2230715,0.1635,BAJO
2885461,2230715,0.1635,BAJO
2885462,2230715,0.1635,BAJO
2875832,2220726,0.2242,BAJO
2875846,2220726,0.2242,BAJO
2875847,2220726,0.2242,BAJO
2875848,2220726,0.2242,BAJO
2875849,2220726,0.2242,BAJO
2871942,2215971,0.2382,BAJO
2871943,2215971,0.2382,BAJO
2871944,2215971,0.2382,BAJO
2871945,2215971,0.2382,BAJO
2871946,2215971,0.2382,BAJO
2871925,2230656,0.3318,MEDIO
2871926,2230656,0.3318,MEDIO
2871927,2230656,0.3318,MEDIO
2871928,2230656,0.3318,MEDIO
2871929,2230656,0.3318,MEDIO
2871461,2240630,0.3422,MEDIO
2871462,2240630,0.3422,MEDIO
2871463,2240630,0.3422,MEDIO
2871464,2240630,0.3422,MEDIO
2871465,2240630,0.3422,MEDIO
2870918,2210190,0.2786,BAJO
2873020,2225360,0.2195,BAJO
2873021,2225360,0.2195,BAJO
2873022,2225360,0.2195,BAJO
2873023,2225360,0.2195,BAJO
2873024,2225360,0.2195,BAJO
2874560,2225829,0.2505,BAJO
2874561,2225829,0.2505,BAJO
2874562,2225829,0.2505,BAJO
2874563,2225829,0.2505,BAJO
2874564,2225829,0.2505,BAJO
2871148,2205385,0.2701,BAJO
2871149,2205385,0.2701,BAJO
2871150,2205385,0.2701,BAJO
2871151,2205385,0.2701,BAJO
2871152,2205385,0.2701,BAJO
2871823,2205238,0.1806,BAJO
2871824,2205238,0.1806,BAJO
2871825,2205238,0.1806,BAJO
2871826,2205238,0.1806,BAJO
2871827,2205238,0.1806,BAJO
2871923,2226191,0.2621,BAJO
2878802,2240016,0.1637,BAJO
2878803,2240016,0.1637,BAJO
2878804,2240016,0.1637,BAJO
2878805,2240016,0.1637,BAJO
2878806,2240016,0.1637,BAJO
2877429,2225275,0.2324,BAJO
2877430,2225275,0.2324,BAJO
2877431,2225275,0.2324,BAJO
2877432,2225275,0.2324,BAJO
2877433,2225275,0.2324,BAJO
2875325,2226174,0.2146,BAJO
2875326,2226174,0.2146,BAJO
2875327,2226174,0.2146,BAJO
2875328,2226174,0.2146,BAJO
2875329,2226174,0.2146,BAJO
2871843,2222034,0.3306,MEDIO
2871401,2231611,0.2918,BAJO
2871402,2231611,0.2918,BAJO
2871403,2231611,0.2918,BAJO
2871404,2231611,0.2918,BAJO
2871405,2231611,0.2918,BAJO
2898254,2232220,0.3757,MEDIO
2898255,2232220,0.3757,MEDIO
2898256,2232220,0.3757,MEDIO
2898257,2232220,0.3757,MEDIO
2898258,2232220,0.3757,MEDIO
2875594,2231883,0.1635,BAJO
2875595,2231883,0.1635,BAJO
2875596,2231883,0.1635,BAJO
2875597,2231883,0.1635,BAJO
2875598,2231883,0.1635,BAJO
2880357,2235168,0.2775,BAJO
2880358,2235168,0.2775,BAJO
2880359,2235168,0.2775,BAJO
2880360,2235168,0.2775,BAJO
2880361,2235168,0.2775,BAJO
2870777,2225338,0.2218,BAJO
2870778,2225338,0.2218,BAJO
2870779,2225338,0.2218,BAJO
2870780,2225338,0.2218,BAJO
2870781,2225338,0.2218,BAJO
2876398,2206662,0.1932,BAJO
2870953,2201712,0.4069,MEDIO
2870954,2201712,0.4069,MEDIO
2870955,2201712,0.4069,MEDIO
2870956,2201712,0.4069,MEDIO
2870957,2201712,0.4069,MEDIO
2870932,2191156,0.2876,BAJO
2870933,2191156,0.2876,BAJO
2870934,2191156,0.2876,BAJO
2870935,2191156,0.2876,BAJO
2870936,2191156,0.2876,BAJO
2870946,2190262,0.2825,BAJO
2870947,2190262,0.2825,BAJO
2870948,2190262,0.2825,BAJO
2870949,2190262,0.2825,BAJO
2870950,2190262,0.2825,BAJO
2877781,2220363,0.1393,BAJO
2877782,2220363,0.1393,BAJO
2877783,2220363,0.1393,BAJO
2877784,2220363,0.1393,BAJO
2877785,2220363,0.1393,BAJO
2874117,2235766,0.3375,MEDIO
2874118,2235766,0.3375,MEDIO
2874119,2235766,0.3375,MEDIO
2874120,2235766,0.3375,MEDIO
2869460,2250656,0.3321,MEDIO
2869461,2250656,0.3321,MEDIO
2869462,2250656,0.3321,MEDIO
2869463,2250656,0.3321,MEDIO
2869464,2250656,0.3321,MEDIO
2871317,2210252,0.3912,MEDIO
2871318,2210252,0.3912,MEDIO
2871319,2210252,0.3912,MEDIO
2871320,2210252,0.3912,MEDIO
2871321,2210252,0.3912,MEDIO
2870863,2231340,0.3832,MEDIO
2870864,2231340,0.3832,MEDIO
2870865,2231340,0.3832,MEDIO
2870866,2231340,0.3832,MEDIO
2870867,2231340,0.3832,MEDIO
2873977,2230254,0.2229,BAJO
2873978,2230254,0.2229,BAJO
2873979,2230254,0.2229,BAJO
2873980,2230254,0.2229,BAJO
2873981,2230254,0.2229,BAJO
2871101,2226215,0.3477,MEDIO
2871102,2226215,0.3477,MEDIO
2871103,2226215,0.3477,MEDIO
2871104,2226215,0.3477,MEDIO
2871105,2226215,0.3477,MEDIO
2870583,2230037,0.3445,MEDIO
2870584,2230037,0.3445,MEDIO
2870585,2230037,0.3445,MEDIO
2870586,2230037,0.3445,MEDIO
2870587,2230037,0.3445,MEDIO
2886419,2235479,0.2221,BAJO
2886420,2235479,0.2221,BAJO
2886421,2235479,0.2221,BAJO
2886422,2235479,0.2221,BAJO
2886423,2235479,0.2221,BAJO
2875921,2210122,0.2883,BAJO
2875922,2210122,0.2883,BAJO
2875923,2210122,0.2883,BAJO
2875924,2210122,0.2883,BAJO
2875925,2210122,0.2883,BAJO
2871217,2235487,0.3545,MEDIO
2871218,2235487,0.3545,MEDIO
2871219,2235487,0.3545,MEDIO
2871220,2235487,0.3545,MEDIO
2871221,2235487,0.3545,MEDIO
2871865,2226254,0.3477,MEDIO
2871866,2226254,0.3477,MEDIO
2871867,2226254,0.3477,MEDIO
2871868,2226254,0.3477,MEDIO
2871869,2226254,0.3477,MEDIO
2878388,2247823,0.2181,BAJO
2878389,2247823,0.2181,BAJO
2878390,2247823,0.2181,BAJO
2878391,2247823,0.2181,BAJO
2878392,2247823,0.2181,BAJO
2875547,22500081,0.2203,BAJO
2875548,22500081,0.2203,BAJO
2875550,22500081,0.2203,BAJO
2875551,22500081,0.2203,BAJO
2875552,22500081,0.2203,BAJO
2871416,2235794,0.1635,BAJO
2871417,2235794,0.1635,BAJO
2871418,2235794,0.1635,BAJO
2871419,2235794,0.1635,BAJO
2871420,2235794,0.1635,BAJO
2884407,2246531,0.335,MEDIO
2884408,2246531,0.335,MEDIO
2884409,2246531,0.335,MEDIO
2884410,2246531,0.335,MEDIO
2888372,2248256,0.2807,BAJO
2888373,2248256,0.2807,BAJO
2888374,2248256,0.2807,BAJO
2888375,2248256,0.2807,BAJO
2888376,2248256,0.2807,BAJO
2871265,2205346,0.325,MEDIO
2871266,2205346,0.325,MEDIO
2871267,2205346,0.325,MEDIO
2871268,2205346,0.325,MEDIO
2896108,2248687,0.2883,BAJO
2896109,2248687,0.2883,BAJO
2896110,2248687,0.2883,BAJO
2896111,2248687,0.2883,BAJO
2896112,2248687,0.2883,BAJO
2871015,2226235,0.2686,BAJO
2871016,2226235,0.2686,BAJO
2871017,2226235,0.2686,BAJO
2871018,2226235,0.2686,BAJO
2889693,2210290,0.1393,BAJO
2889694,2210290,0.1393,BAJO
2889695,2210290,0.1393,BAJO
2889696,2210290,0.1393,BAJO
2889697,2210290,0.1393,BAJO
2891827,22500434,0.1289,BAJO
2891828,22500434,0.1289,BAJO
2891829,22500434,0.1289,BAJO
2891830,22500434,0.1289,BAJO
2891831,22500434,0.1289,BAJO
2875482,2236159,0.2786,BAJO
2875483,2236159,0.2786,BAJO
2875484,2236159,0.2786,BAJO
2875485,2236159,0.2786,BAJO
2875486,2236159,0.2786,BAJO
2897706,22500193,0.2661,BAJO
2897707,22500193,0.2661,BAJO
2897708,22500193,0.2661,BAJO
2897709,22500193,0.2661,BAJO
2897710,22500193,0.2661,BAJO
2876610,2220611,0.2252,BAJO
2876611,2220611,0.2252,BAJO
2876612,2220611,0.2252,BAJO
2876613,2220611,0.2252,BAJO
2876614,2220611,0.2252,BAJO
2872877,2230090,0.1356,BAJO
2872878,2230090,0.1356,BAJO
2872879,2230090,0.1356,BAJO
2872880,2230090,0.1356,BAJO
2872881,2230090,0.1356,BAJO
2871458,2248885,0.2035,BAJO
2871507,2248885,0.2035,BAJO
2871508,2248885,0.2035,BAJO
2871509,2248885,0.2035,BAJO
2871075,2215601,0.1671,BAJO
2871076,2215601,0.1671,BAJO
2871077,2215601,0.1671,BAJO
2871078,2215601,0.1671,BAJO
2871079,2215601,0.1671,BAJO
2872962,2201205,0.2883,BAJO
2872963,2201205,0.2883,BAJO
2872964,2201205,0.2883,BAJO
2872965,2201205,0.2883,BAJO
2872966,2201205,0.2883,BAJO
2872242,2215486,0.2786,BAJO
2872243,2215486,0.2786,BAJO
2872244,2215486,0.2786,BAJO
2872246,2215486,0.2786,BAJO
2872252,2215486,0.2786,BAJO
2871447,2246342,0.1334,BAJO
2871448,2246342,0.1334,BAJO
2871449,2246342,0.1334,BAJO
2871450,2246342,0.1334,BAJO
2871451,2246342,0.1334,BAJO
2878659,2230551,0.2353,BAJO
2878660,2230551,0.2353,BAJO
2878661,2230551,0.2353,BAJO
2878662,2230551,0.2353,BAJO
2878663,2230551,0.2353,BAJO
2870518,2236900,0.277,BAJO
2870519,2236900,0.277,BAJO
2898065,2248663,0.3347,MEDIO
2898066,2248663,0.3347,MEDIO
2898067,2248663,0.3347,MEDIO
2898068,2248663,0.3347,MEDIO
2871488,2220606,0.1431,BAJO
2871489,2220606,0.1431,BAJO
2871490,2220606,0.1431,BAJO
2871491,2220606,0.1431,BAJO
2871492,2220606,0.1431,BAJO
2874197,2249374,0.214,BAJO
2874198,2249374,0.214,BAJO
2874199,2249374,0.214,BAJO
2874200,2249374,0.214,BAJO
2874201,2249374,0.214,BAJO
2892015,2248038,0.3811,MEDIO
2892016,2248038,0.3811,MEDIO
2892017,2248038,0.3811,MEDIO
2892018,2248038,0.3811,MEDIO
2893456,2248559,0.3156,MEDIO
2893457,2248559,0.3156,MEDIO
2893458,2248559,0.3156,MEDIO
2893459,2248559,0.3156,MEDIO
2871874,2226291,0.2218,BAJO
2871875,2226291,0.2218,BAJO
2871876,2226291,0.2218,BAJO
2871877,2226291,0.2218,BAJO
2871878,2226291,0.2218,BAJO
2875253,2248731,0.3249,MEDIO
2876376,22500098,0.3807,MEDIO
2878781,2248086,0.1663,BAJO
2878782,2248086,0.1663,BAJO
2878783,2248086,0.1663,BAJO
2878784,2248086,0.1663,BAJO
2878785,2248086,0.1663,BAJO
2871194,2226638,0.3114,MEDIO
2871195,2226638,0.3114,MEDIO
2871196,2226638,0.3114,MEDIO
2871197,2226638,0.3114,MEDIO
2871198,2226638,0.3114,MEDIO
2878544,2248124,0.3017,MEDIO
2871009,2225751,0.2385,BAJO
2871010,2225751,0.2385,BAJO
2871011,2225751,0.2385,BAJO
2871012,2225751,0.2385,BAJO
2871013,2225751,0.2385,BAJO
2871094,2226092,0.3341,MEDIO
2871095,2226092,0.3341,MEDIO
2871096,2226092,0.3341,MEDIO
2871097,2226092,0.3341,MEDIO
2871098,2226092,0.3341,MEDIO
2871249,2245930,0.2252,BAJO
2871250,2245930,0.2252,BAJO
2871251,2245930,0.2252,BAJO
2871252,2245930,0.2252,BAJO
2871253,2245930,0.2252,BAJO
2877208,2235501,0.2324,BAJO
2877209,2235501,0.2324,BAJO
2877210,2235501,0.2324,BAJO
2877211,2235501,0.2324,BAJO
2877212,2235501,0.2324,BAJO
2871955,2211185,0.23,BAJO
2871956,2211185,0.23,BAJO
2871957,2211185,0.23,BAJO
2871958,2211185,0.23,BAJO
2871959,2211185,0.23,BAJO
